,Longitude,Latitude,TimeStampInMS,User
522,208960438,522319763,1640803992805,User3
523,208973685,522402889,1640804172860,User3
524,209039634,522258078,1640803753090,User3
525,209004028,522404829,1640804262957,User3
526,208996425,522405276,1640940749084,User3
527,208972224,522400891,1640940869042,User3
528,208981310,522382941,1640940996937,User3
529,208964922,522352367,1640941117400,User3
530,208980527,522298812,1640941238916,User3
531,208978769,522284845,1640941295855,User3
532,209014256,522281271,1640941385849,User3
533,208996425,522405276,1640940749084,User3
534,209143616,522290739,1640941512948,User3
535,209044220,522286549,1640943431302,User3
536,209031957,522283127,1640943463083,User3
537,208974600,522288072,1640943591759,User3
538,208962911,522346248,1640943700667,User3
539,208972443,522402571,1640943927192,User3
540,209145271,522291846,1640943310320,User3
541,208992077,522406080,1640944047250,User3
542,208997688,522418785,1640949751656.3333,User3
543,209004459,522422561,1640949921893.0,User3
544,209011974,522430038,1640950092129.6667,User3
545,208997865,522418770,1640949666538,User3
546,209002921,522424816,1640950177248,User3
547,208996982,522423133,1640950894139.5,User3
548,208997898,522419853,1640950928910.5,User3
549,209003372,522416267,1640950963681.5,User3
550,208997029,522423377,1640950876754,User3
551,209005124,522412061,1640950981067,User3
552,208997654,522404696,1640975136000,User3
553,208994804,522403860,1640975151122,User3
554,208989550,522399644,1640975195979,User3
555,208964565,522402502,1640975316162,User3
556,208980083,522399449,1640975437337,User3
557,208964556,522315508,1640975557699,User3
558,208973443,522286869,1640975650458,User3
559,208968966,522288137,1640975666000,User3
560,208969660,522279744,1640975681000,User3
561,209006882,522276108,1640975795237,User3
562,209092334,522287853,1640975866170,User3
563,209161473,522253631,1640975956236,User3
564,209173082,522191609,1640976099767,User3
565,209128385,522095481,1640976232051,User3
566,209140595,522086044,1640976265527,User3
567,208997654,522404696,1640975136000,User3
568,209154866,522067170,1640976424221,User3
569,209154866,522067170,1640976424221,User3
570,209184417,522078356,1640976493369,User3
571,210080120,522294342,1640977251647,User3
572,210359075,522350268,1640977517448,User3
573,211597238,522126391,1640978595066,User3
574,209154866,522067170,1640976424221,User3
575,211697146,522035135,1640978723765,User3
576,211698493,522035675,1640978825264.6667,User3
577,211686553,522049942,1640979028264.0,User3
578,211587276,522029457,1640979231263.3333,User3
579,211697146,522035135,1640978723765,User3
580,211587513,522029053,1640979332763,User3
581,211974297,523174782,1641003054000,User1
582,211970710,523235435,1641002515600.0,User1
583,211973476,523231239,1641002650800.0,User1
584,211974277,523174781,1641002786000.0,User1
585,211974582,523175544,1641002921200.0,User1
586,211972961,523171386,1641003056400.0,User1
587,211970368,523235510,1641002448000,User1
588,211970353,523166885,1641003124000,User1
589,211759077,523105926,1641003738000,User1
590,211589958,523028219,1641003872000,User1
591,211598097,523030089,1641003904000,User1
592,211601986,523030568,1641003921000,User1
593,211962616,523159035,1641003608000,User1
594,211605381,523032704,1641003937000,User1
595,211612014,523036231,1641005332511.3333,User1
596,211629600,523043098,1641005938954.0,User1
597,212486991,523347511,1641006545396.6667,User1
598,211609703,523037146,1641005029290,User1
599,212487358,523347526,1641006848618,User1
600,212486991,523347511,1641045586649.0,User1
601,212455863,523363037,1641045763693.0,User1
602,212407093,523361473,1641045940737.0,User1
603,212487355,523347527,1641045498127,User1
604,212407100,523361411,1641046029259,User1
605,212365837,523362121,1641049783392.1667,User1
606,212430114,523362236,1641050032566.5,User1
607,212486953,523347778,1641050281740.8333,User1
608,212364141,523362037,1641049658805,User1
609,212487257,523347769,1641050406328,User1
610,212486991,523347511,1641060299921.5,User1
611,212478027,523363761,1641060344600.5,User1
612,212418422,523381958,1641060389279.5,User1
613,212487347,523347521,1641060277582,User1
